ONTOLOGY,ID,Description,GeneRatio,BgRatio,RichFactor,FoldEnrichment,zScore,pvalue,p.adjust,qvalue,geneID,Count,richFactor
BP,GO:0015911,long-chain fatty acid import across plasma membrane,4/1175,10/18986,0.4,6.46331914893617,4.43848051511257,0.0022667323949064,0.0567654555467274,0.0500953540307885,ACSL1/CD36/IRS2/THBS1,4,4
BP,GO:0015837,amine transport,14/1175,96/18986,0.145833333333333,2.35641843971631,3.42210558383345,0.00228978713431984,0.0570710452103699,0.0503650360449797,ADORA1/ADORA3/CHRNA6/CXCL12/FGF20/KCNA2/RAB3B/RGS2/SLC38A1/SLC38A2/SLC44A2/STX1A/SV2A/SYT11,14,1.45833333333333
BP,GO:0019228,neuronal action potential,8/1175,39/18986,0.205128205128205,3.31452264048009,3.71623861353989,0.00231252895031624,0.0571550720505401,0.0504391894938664,ANK3/GLRA1/GPR35/GRIK2/KCNA2/KCND2/KCNMB4/KCNQ3,8,2.05128205128205
BP,GO:0007189,adenylate cyclase-activating G protein-coupled receptor signaling pathway,22/1175,184/18986,0.119565217391304,1.93197039777983,3.26278973721765,0.00231489453256609,0.0571550720505401,0.0504391894938664,ADCY6/ADGRB2/ADGRD2/ADGRE1/ADGRG3/ADGRG6/ADGRL3/ARRDC3/CALCRL/CXCL10/GNG2/HTR4/HTR7/LPAR1/MRAP2/PTGER2/PTGER4/PTGFR/PTGIR/RAMP3/RXFP2/S1PR3,22,1.19565217391304
BP,GO:0002695,negative regulation of leukocyte activation,23/1175,196/18986,0.11734693877551,1.89612679114199,3.23902417380783,0.00238090167073619,0.0579464583277535,0.0511375856460734,AXL/BMP4/BPI/CD74/CD86/CR1/CST7/CTSG/ENPP3/FGL1/HLA-DRB1/ILDR2/LILRB2/MICA/MIR30B/PLA2G2D/PLA2G2F/PRNP/RIPOR2/SAMSN1/SCGB1A1/SYT11/TNFRSF14,23,1.1734693877551
BP,GO:2000107,negative regulation of leukocyte apoptotic process,10/1175,57/18986,0.175438596491228,2.8347891004106,3.56319693383538,0.00238620670607304,0.0579464583277535,0.0511375856460734,AXL/BCL11B/BMP4/CCL5/CCR5/CD74/CXCL12/IL7R/IRS2/KITLG,10,1.75438596491228
BP,GO:0090025,regulation of monocyte chemotaxis,7/1175,31/18986,0.225806451612903,3.64864790665752,3.79073359976474,0.00241650287054562,0.0579464583277535,0.0511375856460734,ANO6/CCL5/CCN3/CXCL10/CXCL12/FPR2/SLAMF8,7,2.25806451612903
BP,GO:0099505,regulation of presynaptic membrane potential,7/1175,31/18986,0.225806451612903,3.64864790665752,3.79073359976474,0.00241650287054562,0.0579464583277535,0.0511375856460734,GABRB1/GLRA1/GRIK2/KCNA2/KCNJ3/KCNMB4/KCTD16,7,2.25806451612903
BP,GO:0051099,positive regulation of binding,15/1175,107/18986,0.14018691588785,2.26518194472062,3.3708192339263,0.00241793590335625,0.0579464583277535,0.0511375856460734,BMP4/DDX11/FOXC1/HES1/KDM4D/LRP1/MET/MMP9/NIBAN2/PLAUR/POU4F1/POU4F2/PYHIN1/RIPOR2/TWIST1,15,1.4018691588785
BP,GO:0002920,regulation of humoral immune response,9/1175,48/18986,0.1875,3.02968085106383,3.61627458514444,0.00242407697891344,0.0579464583277535,0.0511375856460734,A2M/C3/C4BPA/CD5L/CR1/CR1L/CR2/FCER2/SERPING1,9,1.875
BP,GO:0006911,phagocytosis, engulfment,9/1175,48/18986,0.1875,3.02968085106383,3.61627458514444,0.00242407697891344,0.0579464583277535,0.0511375856460734,ALOX15/ANO6/C3/CD36/ITGAM/ITGB2/MARCO/MEGF10/THBS1,9,1.875
BP,GO:0050730,regulation of peptidyl-tyrosine phosphorylation,20/1175,162/18986,0.123456790123457,1.99485158917783,3.26617861087294,0.00245730569998974,0.0584749804355024,0.0516040049119064,CAV1/CD36/CRIPTO/EFNA5/EGFR/EPHA7/ERBB4/FGF10/FLT3/HES1/IL15/IL5/ITGB2/KIT/KITLG/LRP4/NRP1/PRNP/SAMSN1/ZFYVE28,20,1.23456790123457
BP,GO:0032943,mononuclear cell proliferation,32/1175,305/18986,0.104918032786885,1.69529682595047,3.14412778489409,0.00247520292725121,0.0586355504252888,0.0517457074739241,BMP4/CARD11/CCL5/CD6/CD74/CD86/CR1/CR2/CTPS1/FGF10/FLT3/HES1/HHLA2/HLA-DRB1/IL15/IL23R/IL5/IL7R/IRS2/KITLG/LEF1/LILRB2/MIR30B/PLA2G2D/PLA2G2F/PRNP/RASAL3/RIPOR2/SCGB1A1/SH2D2A/TNFRSF14/WNT3A,32,1.04918032786885
BP,GO:0042471,ear morphogenesis,17/1175,129/18986,0.131782945736434,2.12938809170378,3.30584008226197,0.00253118286568675,0.0596927833661284,0.0526787125551706,ALDH1A3/CHRNA10/FGF10/GRXCR2/GSC/HMX3/KCNQ4/MAFB/MSX1/MYO3B/NOG/OSR2/PTK7/STRC/TWIST1/USH1C/WNT3A,17,1.31782945736434
BP,GO:0006956,complement activation,11/1175,67/18986,0.164179104477612,2.65285487456335,3.48099274308973,0.00255432663586623,0.0597171108325287,0.0527001814754895,A2M/C1S/C3/C4BPA/CD5L/CLU/CR1/CR1L/CR2/RGCC/SERPING1,11,1.64179104477612
BP,GO:0021537,telencephalon development,30/1175,281/18986,0.106761565836299,1.7250851821004,3.14516486773451,0.00255871844052814,0.0597171108325287,0.0527001814754895,ALDH1A3/ARX/BCL11B/BMERB1/BMP4/CCDC141/CXCL12/DLX2/EGFR/ERBB4/FEZ1/FGF13/FUT1/HES1/IGF2BP1/KCNA2/KCNA3/KIF26A/LEF1/LPAR1/NRG3/NTRK2/PAX5/RFX4/SLC38A2/SYNE2/SZT2/TBR1/UNCX/WNT3A,30,1.06761565836299
BP,GO:0015698,inorganic anion transport,21/1175,174/18986,0.120689655172414,1.95013939838591,3.23388482334649,0.00256628010042812,0.0597171108325287,0.0527001814754895,ANO5/ANO6/BSND/CLIC5/GABRA1/GABRA4/GABRB1/GABRD/GABRE/GLRA1/KCNK1/NMUR1/P2RX5/SLC12A1/SLC25A27/SLC26A11/SLC26A4/SLC4A3/SLC4A4/SLC4A8/SLC4A9,21,1.20689655172414
BP,GO:0009612,response to mechanical stimulus,25/1175,222/18986,0.112612612612613,1.81962813877707,3.15508248064675,0.00277792831786272,0.0643573789587667,0.0567952049777729,CHRNA10/CXCL10/CXCL12/EGFR/FOSB/GPI/ITGAM/KCNQ3/KIT/PKD1L1/PKD1L3/PKD2L1/PLEC/PTGER4/PTGS2/PTK2/PTPRQ/SLC38A2/SLC8A1/STRC/THBS1/TLR5/TLR7/TNC/TNFRSF11A,25,1.12612612612613
BP,GO:0010038,response to metal ion,35/1175,345/18986,0.101449275362319,1.63924761023743,3.07768480005081,0.0028037037107274,0.0646696395382255,0.0570707740563117,ABCC9/ALOX15/ALOX5AP/ANK3/CACNA1H/CAMK2D/CAV1/CD14/CPNE5/CPNE8/CYBB/EGFR/FOSB/GLRA1/GPI/HVCN1/KCNMB4/KCNQ3/KHK/KIT/MT3/MYOG/NDRG1/NFATC4/NPTX1/PRNP/PTGS2/RASA4/RYR1/S100A8/SLC30A3/SLC30A4/THBS1/TNNC1/TRPC1,35,1.01449275362319
BP,GO:0002009,morphogenesis of an epithelium,47/1175,500/18986,0.094,1.51888,3.02002502274104,0.00284754972559861,0.0653941659690965,0.05771016658315,ALDH1A3/BMP4/CCN1/COL4A1/COL5A1/CXCL10/EGFR/EPHA7/ERBB4/ESR1/FERMT1/FGF10/FOXD1/FOXE1/GREB1/HES1/HGF/HOXB7/HS3ST3A1/KRAS/LEF1/MAGED1/MESP1/MET/NDRG4/NFATC4/NGFR/NODAL/NOG/NPHP1/NRP1/PGR/PLXND1/PRKACB/PTK7/RHOC/RSPO2/SPINT1/SPRY1/TIE1/TMEM59L/TNC/TRIM71/TWIST1/VEGFC/WNT3A/WNT5B,47,0.94
BP,GO:0072073,kidney epithelium development,19/1175,153/18986,0.124183006535948,2.00658601029064,3.21082720926005,0.00291062668509116,0.0661422174908538,0.0583703199361844,BMP4/EDNRB/EPHA7/FOXC1/FOXD1/HES1/HEYL/HOXB7/HS3ST3A1/KLF15/LAMB2/MAGED1/MAGI2/NOG/PTPRO/SIM1/SPRY1/TMEM59L/WWTR1,19,1.24183006535948
BP,GO:0019226,transmission of nerve impulse,12/1175,78/18986,0.153846153846154,2.48589198036007,3.37747253020972,0.00292143617222468,0.0661422174908538,0.0583703199361844,ANK3/CACNG5/DMRT3/GLRA1/GPR35/GRIK2/KCNA2/KCND2/KCNMB4/KCNQ3/NTRK2/PLEC,12,1.53846153846154
BP,GO:0050772,positive regulation of axonogenesis,12/1175,78/18986,0.153846153846154,2.48589198036007,3.37747253020972,0.00292143617222468,0.0661422174908538,0.0583703199361844,AMIGO1/CDKL5/CHODL/CXCL12/EFNA5/L1CAM/MAP6/NRP1/NTRK2/PLXND1/POU4F2/WNT3A,12,1.53846153846154
BP,GO:0090313,regulation of protein targeting to membrane,7/1175,32/18986,0.21875,3.53462765957447,3.68568998981711,0.00293043100881706,0.0661422174908538,0.0583703199361844,ANK3/C2CD5/HRAS/ITGAM/ITGB2/PRNP/TCAF2,7,2.1875
BP,GO:0021783,preganglionic parasympathetic fiber development,5/1175,17/18986,0.294117647058824,4.75244055068836,3.97554016177714,0.0029764469725302,0.0668937377287877,0.059033534421438,ACKR3/EGR2/HES1/NAV2/NRP1,5,2.94117647058824
BP,GO:0060135,maternal process involved in female pregnancy,10/1175,59/18986,0.169491525423729,2.73869455463397,3.43548843538163,0.00310473116408508,0.0694251595680424,0.0612675070376595,DSG2/ESR1/HMX3/LDOC1/NODAL/PGR/PRDM1/PTGS2/RGS2/TCF23,10,1.69491525423729
BP,GO:0051960,regulation of nervous system development,44/1175,463/18986,0.0950323974082073,1.53556178484445,2.99657046451266,0.00311548538848793,0.0694251595680424,0.0612675070376595,AMIGO1/AMIGO2/CAPRIN2/CDKL5/CHODL/CST7/CUX2/CXCL12/DLL3/DLX2/EFNA5/EGFR/EGR2/EPHA7/EPHB1/FGF13/FLRT2/GPRASP3/HES1/HEYL/KIT/KRAS/L1CAM/LEF1/LRP4/LRRTM3/MAP6/MCF2/MT3/NCAN/NFATC4/NOG/NRP1/NTRK2/OLIG2/OPRM1/PLXND1/POU4F1/POU4F2/PRKCH/S100A10/SPINT1/VEGFC/WNT3A,44,0.950323974082073
BP,GO:0072676,lymphocyte migration,15/1175,110/18986,0.136363636363636,2.20340425531915,3.2511198769256,0.0031734178817998,0.0704177410986716,0.06214345743218,ARTN/CCL2/CCL20/CCL5/CD200R1/CD99/CXCL10/CXCL12/CXCL16/DEFA4/ITGB7/MADCAM1/PLEC/RIPOR2/TNFRSF14,15,1.36363636363636
BP,GO:0048813,dendrite morphogenesis,18/1175,143/18986,0.125874125874126,2.0339116202946,3.18754623842428,0.00319566967271698,0.0706135580202463,0.0623162653118495,CAPRIN2/CDKL5/CELSR2/CUX2/ELAVL4/EPHB1/GPRASP3/HECW1/IGF2BP1/LRP4/LZTS3/MAP6/MAPK8IP2/NEUROG3/NFATC4/NRP1/PPFIA2/SYNE1,18,1.25874125874126
BP,GO:0035136,forelimb morphogenesis,8/1175,41/18986,0.195121951219512,3.15283860923716,3.54434655540719,0.00321878747439435,0.0708267921666942,0.0625044438432271,ALX4/ARK2C/MSX1/OSR2/RSPO2/TWIST1/ZBTB16/ZNF358,8,1.95121951219512
BP,GO:0070665,positive regulation of leukocyte proliferation,20/1175,166/18986,0.120481927710843,1.94678287618559,3.14684035731878,0.00326915101598991,0.071635271637879,0.0632179246907874,CARD11/CCL5/CD6/CD74/CD86/FGF10/HES1/HHLA2/IL15/IL23R/IL5/IL5RA/IRS2/KIT/KITLG/LILRB2/MIR30B/PTK2/RASAL3/WNT3A,20,1.20481927710843
BP,GO:0002924,negative regulation of humoral immune response mediated by circulating immunoglobulin,4/1175,11/18986,0.363636363636364,5.87574468085106,4.1545738972779,0.00338851558663655,0.0736372044219902,0.0649846247128341,C4BPA/CR1/CR1L/CR2,4,3.63636363636364
BP,GO:0097278,complement-dependent cytotoxicity,4/1175,11/18986,0.363636363636364,5.87574468085106,4.1545738972779,0.00338851558663655,0.0736372044219902,0.0649846247128341,C3/CD5L/CR1/CR1L,4,3.63636363636364
BP,GO:0043576,regulation of respiratory gaseous exchange,6/1175,25/18986,0.24,3.8779914893617,3.69835820721513,0.00354816706371618,0.0764746335577188,0.0674886479030399,ADORA1/GLRA1/GRPR/NR4A2/TLX3/TSHZ3,6,2.4
BP,GO:0090023,positive regulation of neutrophil chemotaxis,6/1175,25/18986,0.24,3.8779914893617,3.69835820721513,0.00354816706371618,0.0764746335577188,0.0674886479030399,C3AR1/C5AR1/CD74/CXCL8/DNM1L/RIPOR2,6,2.4
BP,GO:0006898,receptor-mediated endocytosis,29/1175,275/18986,0.105454545454545,1.70396595744681,3.02029655775006,0.00356904946164676,0.0766107392604094,0.0676087608008617,ACKR3/ANXA2P2/C3/CACNG5/CALCRL/CAP1/CAV1/CD14/CD36/CD9/CLU/CXCL16/CXCL8/ENTREP1/FCER2/FCMR/FNBP1L/HIP1/ITGAM/ITGB2/LDLRAD3/LPAR1/LRP1/MAGI2/MARCO/RAMP3/SIGLEC1/SYNE1/WNT3A,29,1.05454545454545
BP,GO:0035914,skeletal muscle cell differentiation,12/1175,80/18986,0.15,2.42374468085106,3.27761066042909,0.00361896349924903,0.0773663782217505,0.0682756100478774,ATF3/EGR1/EGR2/EPHB1/HEYL/KRAS/MCUB/MEGF10/MSTN/MYOG/PAX5/WNT3A,12,1.5
BP,GO:0006814,sodium ion transport,27/1175,251/18986,0.107569721115538,1.73814359582945,3.02364604571084,0.00367588542535801,0.0782051240441211,0.0690158008647891,ANK3/ANO6/CAMK2D/CNGA1/CNTN1/EDNRB/FGF13/FXYD2/FXYD6/KCNK1/MCOLN3/NKAIN1/PKD2L1/SHROOM2/SLC10A6/SLC12A1/SLC38A1/SLC38A2/SLC38A4/SLC4A4/SLC4A8/SLC4A9/SLC6A12/SLC8A1/SLC9C2/TESC/TRPM5,27,1.07569721115538
BP,GO:0034109,homotypic cell-cell adhesion,14/1175,101/18986,0.138613861386139,2.23976406151253,3.20864239424186,0.00368793891670318,0.0782051240441211,0.0690158008647891,ANK3/CCL5/CD9/CD99/CTNNA3/CTSG/DSG2/FGL1/MEGF10/MYL9/PEAR1/PLAUR/WNT3A/ZNF703,14,1.38613861386139
BP,GO:0006909,phagocytosis,26/1175,239/18986,0.108786610878661,1.7578064630998,3.0281086089735,0.00371116226527697,0.0782515170789935,0.0690567425869001,ADORA1/ALOX15/ANO6/AXL/C3/C4BPA/CCL2/CD14/CD36/DYSF/FPR2/ICAM3/IL15/ITGAM/ITGB2/LRP1/MARCO/MEGF10/MET/PEAR1/PIP5K1A/PTK2/SPON2/SRPX/SYT11/THBS1,26,1.08786610878661
BP,GO:0042311,vasodilation,9/1175,51/18986,0.176470588235294,2.85146433041302,3.40053982233908,0.00372465024801473,0.0782515170789935,0.0690567425869001,ABCC9/ADORA1/BDKRB2/EDNRB/EGFR/ITGA1/KLF2/KNG1/RGS2,9,1.76470588235294
BP,GO:0003018,vascular process in circulatory system,29/1175,276/18986,0.105072463768116,1.69779216774591,2.99932702011334,0.00375938404877644,0.0782515170789935,0.0690567425869001,ABCC9/ADCY6/ADORA1/BDKRB2/CAV1/CD36/EDNRB/EGFR/F2R/FOXC1/HTR7/ITGA1/KCNMB4/KLF2/KNG1/LRP1/MYLK3/PLEC/PTGS2/RGS2/SLC2A13/SLC2A3/SLC38A1/SLC38A2/SLC4A3/SLC4A4/SLC4A8/SLC7A3/SLC8A1,29,1.05072463768116
BP,GO:0006958,complement activation, classical pathway,8/1175,42/18986,0.19047619047619,3.07777102330294,3.462314943466,0.00376452440026343,0.0782515170789935,0.0690567425869001,C1S/C3/C4BPA/CLU/CR1/CR1L/CR2/SERPING1,8,1.9047619047619
BP,GO:0021983,pituitary gland development,8/1175,42/18986,0.19047619047619,3.07777102330294,3.462314943466,0.00376452440026343,0.0782515170789935,0.0690567425869001,BMP4/FGF10/HES1/ISL1/LHX3/NOG/POU1F1/SOX3,8,1.9047619047619
BP,GO:0072009,nephron epithelium development,16/1175,123/18986,0.130081300813008,2.1018924061581,3.14895493638795,0.00380292675195981,0.0787385503486481,0.0694865480704136,BMP4/EDNRB/FOXC1/FOXD1/HES1/HEYL/HOXB7/HS3ST3A1/KLF15/LAMB2/MAGED1/MAGI2/NOG/PTPRO/TMEM59L/WWTR1,16,1.30081300813008
BP,GO:0002923,regulation of humoral immune response mediated by circulating immunoglobulin,5/1175,18/18986,0.277777777777778,4.48841607565012,3.80306583414413,0.00391359742516623,0.0806163600979193,0.0711437098651387,C4BPA/CR1/CR1L/CR2/FCER2,5,2.77777777777778
BP,GO:0050670,regulation of lymphocyte proliferation,26/1175,240/18986,0.108333333333333,1.75048226950355,3.0051892941681,0.00392427993631248,0.0806163600979193,0.0711437098651387,BMP4/CARD11/CCL5/CD6/CD74/CD86/CR1/FGF10/HES1/HHLA2/HLA-DRB1/IL15/IL23R/IL5/IRS2/KITLG/LILRB2/MIR30B/PLA2G2D/PLA2G2F/PRNP/RASAL3/RIPOR2/SCGB1A1/TNFRSF14/WNT3A,26,1.08333333333333
BP,GO:0071222,cellular response to lipopolysaccharide,25/1175,228/18986,0.109649122807018,1.77174318775663,3.01111293554168,0.00395176100218226,0.0808650237761732,0.0713631548581675,AXL/BPI/CCL2/CCR5/CD14/CD36/CD6/CD86/CTSG/CXCL1/CXCL10/CXCL5/CXCL6/CXCL8/DEFA4/EDNRB/GBP5/IRGM/LDOC1/LILRB2/MMP9/PTGS2/SPON2/TRIB1/VIM,25,1.09649122807018
BP,GO:0098900,regulation of action potential,10/1175,61/18986,0.163934426229508,2.64890129054761,3.31300211821721,0.00398574470077848,0.0811702397341506,0.0716325070781658,CACNA2D1/CAMK2D/CAV1/CD36/CTNNA3/DSG2/FGF13/GPR35/KCNQ3/SLC4A3,10,1.63934426229508
BP,GO:0050770,regulation of axonogenesis,18/1175,146/18986,0.123287671232877,1.992118915768,3.09086325000209,0.00399754555830862,0.0811702397341506,0.0716325070781658,AMIGO1/CDKL5/CHODL/CXCL12/EFNA5/EPHA7/FGF13/L1CAM/LRP4/LRRC4C/MAP6/MCF2/MT3/NRP1/NTRK2/PLXND1/POU4F2/WNT3A,18,1.23287671232877
BP,GO:0046928,regulation of neurotransmitter secretion,12/1175,81/18986,0.148148148148148,2.3938219070134,3.22880291728884,0.00401484702168924,0.081208001873322,0.0716658320592222,CASK/DYSF/GPR158/KCNMB4/PPFIA2/RIMS1/RIMS3/SLC38A2/SLC4A8/STX1A/SV2C/SYT11,12,1.48148148148148
BP,GO:0001667,ameboidal-type cell migration,26/1175,241/18986,0.107883817427386,1.74321885759689,2.98237741292445,0.00414759718296378,0.0835716995601782,0.0737517885851474,AMOTL2/ARID5B/BMP4/CAP1/CCN3/EDNRB/ERBB4/FERMT1/FGF10/IRS2/ISL1/ITGB7/KIT/KITLG/LTB4R2/MESP1/MMP9/NODAL/NRP1/PIP5K1A/PLEC/PTK2/SEMA5B/SYDE1/THBS1/TWIST1,26,1.07883817427386
BP,GO:0032496,response to lipopolysaccharide,35/1175,354/18986,0.0988700564971751,1.59757182353648,2.91502368006932,0.0042402406336265,0.0847886900845694,0.0748257792822062,AXL/BPI/CCL2/CCR5/CD14/CD36/CD6/CD86/CTSG/CXCL1/CXCL10/CXCL5/CXCL6/CXCL8/DEFA4/EDNRB/F2R/FGF10/GBP5/IL23R/IRGM/LDOC1/LILRB2/MMP9/PTGER2/PTGER4/PTGFR/PTGIR/PTGS2/S100A8/SCGB1A1/SPON2/TNFRSF11A/TRIB1/VIM,35,0.988700564971752
BP,GO:0034765,regulation of monoatomic ion transmembrane transport,35/1175,354/18986,0.0988700564971751,1.59757182353648,2.91502368006932,0.0042402406336265,0.0847886900845694,0.0748257792822062,ABCC9/ACTN2/AMIGO1/ANK3/ANO6/CACNA2D1/CALHM1/CAMK2D/CAV1/CCL2/CXCL10/DPP10/F2R/FGF13/FXYD2/FXYD6/GEM/GPR35/GRM6/HRC/JPH2/KCNIP3/KCNJ3/KCNS3/LRRC52/MCUB/MMP9/P2RX5/PRNP/SLC8A1/TCAF2/TESC/TMEM38A/TRPC1/TRPC6,35,0.988700564971752
BP,GO:0032964,collagen biosynthetic process,9/1175,52/18986,0.173076923076923,2.79662847790507,3.3321062940977,0.00426212720254016,0.0849035112051467,0.0749271085964895,ADAMTS3/BMP4/CIITA/COL5A1/CREB3L1/F2R/P3H3/RGCC/VIM,9,1.73076923076923
BP,GO:0050863,regulation of T cell activation,38/1175,393/18986,0.0966921119592875,1.56237994694386,2.89355305086347,0.00431976260760784,0.0857269115223006,0.0756537570484329,ARID2/BMP4/CARD11/CAV1/CCL2/CCL5/CD6/CD74/CD86/CR1/CTSG/EGR3/FGL1/HES1/HHLA2/HLA-DQB1/HLA-DRB1/HLA-DRB5/IL15/IL23R/IL7R/ILDR2/IRF4/KITLG/LEF1/LILRB2/MAP3K8/MIR30B/PLA2G2D/PLA2G2F/PRDM1/PRNP/RASAL3/RIPOR2/SCGB1A1/TNFRSF14/VNN1/ZBTB16,38,0.966921119592875
BP,GO:0008045,motor neuron axon guidance,6/1175,26/18986,0.230769230769231,3.7288379705401,3.57622915281687,0.00437480021163487,0.0862762624080113,0.0761385576519294,ARK2C/EGR2/KIF5C/LHX3/NOG/NRP1,6,2.30769230769231
BP,GO:0042129,regulation of T cell proliferation,21/1175,182/18986,0.115384615384615,1.86441898527005,3.00964278173115,0.00438025519356133,0.0862762624080113,0.0761385576519294,BMP4/CARD11/CCL5/CD6/CD86/CR1/HES1/HHLA2/HLA-DRB1/IL15/IL23R/KITLG/LILRB2/MIR30B/PLA2G2D/PLA2G2F/PRNP/RASAL3/RIPOR2/SCGB1A1/TNFRSF14,21,1.15384615384615
BP,GO:0003151,outflow tract morphogenesis,12/1175,82/18986,0.146341463414634,2.36462895692787,3.1807148515381,0.00444475974460142,0.0872201175255928,0.0769715071246963,BMP4/FOXC1/HES1/HEYL/ISL1/NOG/NRP1/PARVA/PLXND1/RYR1/TGFBR3/TWIST1,12,1.46341463414634
BP,GO:0014812,muscle cell migration,15/1175,114/18986,0.131578947368421,2.12609182530795,3.09740039741436,0.00447230940687671,0.087434480188716,0.0771606815688492,ADAMTS1/BMP4/CCL5/CCN3/IGFBP3/LPAR1/LRP1/MEGF10/MSTN/NDRG4/NRP1/PARVA/PDGFD/PLEKHO1/TRIB1,15,1.31578947368421
BP,GO:0071248,cellular response to metal ion,21/1175,183/18986,0.114754098360656,1.85423090338333,2.98240990372055,0.00466793142763577,0.0909209310293944,0.0802374645787372,ABCC9/ALOX15/ALOX5AP/ANK3/CACNA1H/CAMK2D/CPNE5/CPNE8/CYBB/FOSB/GLRA1/HVCN1/KCNQ3/MT3/MYOG/NFATC4/NPTX1/PRNP/PTGS2/RASA4/RYR1,21,1.14754098360656
BP,GO:0050866,negative regulation of cell activation,24/1175,219/18986,0.10958904109589,1.77077236957155,2.94666558205536,0.00471431842026635,0.0914856109674566,0.080735793027595,AXL/BMP4/BPI/CD74/CD86/CD9/CR1/CST7/CTSG/ENPP3/FGL1/HLA-DRB1/ILDR2/LILRB2/MICA/MIR30B/PLA2G2D/PLA2G2F/PRNP/RIPOR2/SAMSN1/SCGB1A1/SYT11/TNFRSF14,24,1.0958904109589
BP,GO:0072006,nephron development,19/1175,160/18986,0.11875,1.91879787234043,2.99765071189195,0.00478285893680324,0.0924744674582656,0.0816084560850057,BMP4/EDNRB/EGR1/ERBB4/FOXC1/FOXD1/HES1/HEYL/HOXB7/HS3ST3A1/KLF15/LAMB2/MAGED1/MAGI2/NOG/PDGFD/PTPRO/TMEM59L/WWTR1,19,1.1875
BP,GO:2000651,positive regulation of sodium ion transmembrane transporter activity,4/1175,12/18986,0.333333333333333,5.38609929078014,3.90363960863006,0.00483577848124259,0.0931551612925083,0.0822091664692446,ANK3/FGF13/FXYD2/TESC,4,3.33333333333333
BP,GO:1902624,positive regulation of neutrophil migration,7/1175,35/18986,0.2,3.23165957446809,3.39411056063459,0.004980393233427,0.0945979588473395,0.0834824312322575,C3AR1/C5AR1/CD74/CD99/CXCL8/DNM1L/RIPOR2,7,2
BP,GO:0015711,organic anion transport,43/1175,462/18986,0.0930735930735931,1.50391084093212,2.81635492882986,0.00499707591991785,0.0945979588473395,0.0834824312322575,ACSL1/ADORA1/AKR1C4/APBA1/BDKRB2/CALHM1/CD36/CR1/CYP4A11/GRM1/IRS2/KCNK1/MAP2K6/NR0B2/NTRK2/PLA2G2C/PLA2G2D/PLA2G2F/PLEKHA8P1/PTGS2/RBP1/RGS2/SLC10A6/SLC16A10/SLC22A25/SLC22A7/SLC25A2/SLC26A11/SLC26A4/SLC2A3/SLC35D2/SLC38A1/SLC38A2/SLC38A4/SLC4A3/SLC4A4/SLC4A8/SLC4A9/SLC6A12/SLC7A3/SV2A/THBS1/TNFRSF11A,43,0.930735930735931
BP,GO:0002040,sprouting angiogenesis,22/1175,196/18986,0.112244897959184,1.81368649587495,2.94104612884221,0.00500742755284828,0.0945979588473395,0.0834824312322575,ADAMTS9/BMP4/CARD10/CREB3L1/CRIPTO/EGR3/FLT1/FUT1/HDAC9/KLF2/LEF1/MIR30B/MIR30C1/MIR30E/NGFR/NRP1/PARVA/PTGS2/SPRED1/TGFBR3/THBS1/VEGFC,22,1.12244897959184
BP,GO:0050954,sensory perception of mechanical stimulus,22/1175,196/18986,0.112244897959184,1.81368649587495,2.94104612884221,0.00500742755284828,0.0945979588473395,0.0834824312322575,BARHL1/BSND/CHRNA10/CLIC5/CNTN5/CXCL12/ESPN/ESPNL/GRXCR2/KCNQ3/KCNQ4/KIT/LOXHD1/MYO3B/MYO7B/NAV2/POU4F2/PTPRQ/RIPOR2/SLC26A4/STRC/USH1C,22,1.12244897959184
BP,GO:0048486,parasympathetic nervous system development,5/1175,19/18986,0.263157894736842,4.2521836506159,3.64277730998876,0.00504418302651091,0.0945979588473395,0.0834824312322575,ACKR3/EGR2/HES1/NAV2/NRP1,5,2.63157894736842
BP,GO:2000811,negative regulation of anoikis,5/1175,19/18986,0.263157894736842,4.2521836506159,3.64277730998876,0.00504418302651091,0.0945979588473395,0.0834824312322575,CAV1/CEACAM6/NTRK2/PDK4/PTK2,5,2.63157894736842
BP,GO:0045665,negative regulation of neuron differentiation,11/1175,73/18986,0.150684931506849,2.43481200816089,3.15468720026468,0.00504889419951853,0.0945979588473395,0.0834824312322575,CNTN4/DLX2/HES1/ISL1/MEIS1/OLIG2/POU4F2/RAP1GAP/SOX3/TLX3/WNT3A,11,1.50684931506849
BP,GO:0051402,neuron apoptotic process,31/1175,307/18986,0.100977198697068,1.63161965486174,2.86568265403073,0.00505457813958973,0.0945979588473395,0.0834824312322575,AXL/BARHL1/CCL2/CCND1/CLU/EGR1/EPHA7/F2R/FGF20/GBE1/GPI/GPRASP3/GRIK2/GRM4/HRAS/ISL1/ITGA1/KCNQ3/KRAS/MT3/NES/NFATC4/NGFR/NR4A2/NRP1/NTRK2/PLXND1/POU4F1/PRNP/RAPSN/SLC25A27,31,1.00977198697068
BP,GO:0042475,odontogenesis of dentin-containing tooth,13/1175,94/18986,0.138297872340426,2.23465821638751,3.08213595247044,0.00513948646833752,0.0957114742207181,0.0844651054010961,APCDD1/BCL11B/BMP4/DLX2/DMRT3/FGF10/FOXC1/LEF1/LRP4/MSX1/NGFR/RSPO2/TNC,13,1.38297872340426
