ONTOLOGY,ID,Description,GeneRatio,BgRatio,RichFactor,FoldEnrichment,zScore,pvalue,p.adjust,qvalue,geneID,Count,richFactor
BP,GO:0043523,regulation of neuron apoptotic process,29/1175,254/18986,0.114173228346457,1.84484503266879,3.48162442885697,0.00108278778485775,0.0372181762128555,0.0328449352833698,AXL/BARHL1/CCL2/CCND1/CLU/EGR1/EPHA7/F2R/FGF20/GBE1/GPI/GPRASP3/GRIK2/GRM4/HRAS/ISL1/ITGA1/KRAS/MT3/NES/NFATC4/NR4A2/NRP1/NTRK2/PLXND1/POU4F1/PRNP/RAPSN/SLC25A27,29,1.14173228346457
BP,GO:0051924,regulation of calcium ion transport,29/1175,258/18986,0.112403100775194,1.81624278410028,3.39049875958532,0.00138052131691488,0.0430779724051996,0.0380161888561013,CACNA2D1/CAMK2D/CASK/CAV1/CCL2/CCL5/CXCL10/CXCL12/EFHB/F2R/GEM/GPR35/GRM6/HES1/HRC/IL16/JPH2/LILRB2/MCHR1/MCUB/P2RX5/PRNP/PTGS2/SEMG1/SLC8A1/TMEM38A/TRPC1/TRPC6/TRPV3,29,1.12403100775194
BP,GO:0006898,receptor-mediated endocytosis,29/1175,275/18986,0.105454545454545,1.70396595744681,3.02029655775006,0.00356904946164676,0.0766107392604094,0.0676087608008617,ACKR3/ANXA2P2/C3/CACNG5/CALCRL/CAP1/CAV1/CD14/CD36/CD9/CLU/CXCL16/CXCL8/ENTREP1/FCER2/FCMR/FNBP1L/HIP1/ITGAM/ITGB2/LDLRAD3/LPAR1/LRP1/MAGI2/MARCO/RAMP3/SIGLEC1/SYNE1/WNT3A,29,1.05454545454545
BP,GO:0003018,vascular process in circulatory system,29/1175,276/18986,0.105072463768116,1.69779216774591,2.99932702011334,0.00375938404877644,0.0782515170789935,0.0690567425869001,ABCC9/ADCY6/ADORA1/BDKRB2/CAV1/CD36/EDNRB/EGFR/F2R/FOXC1/HTR7/ITGA1/KCNMB4/KLF2/KNG1/LRP1/MYLK3/PLEC/PTGS2/RGS2/SLC2A13/SLC2A3/SLC38A1/SLC38A2/SLC4A3/SLC4A4/SLC4A8/SLC7A3/SLC8A1,29,1.05072463768116
BP,GO:0048511,rhythmic process,29/1175,299/18986,0.096989966555184,1.567192770227,2.539081083987,0.0111513091399508,0.14480181423951,0.127787191677825,A2M/ADAMTS1/ADORA1/ANKFN1/AXL/BMAL2/C3orf70/CA12/DNM1L/EGFR/EGR1/EGR3/ESR1/GABRB1/GPR176/HTR7/KCNA2/KCND2/MAGED1/MAP2K6/MSTN/NGFR/NR0B2/NTRK2/PGR/PTPRN/RPE65/TNFRSF11A/TWIST1,29,0.969899665551839
BP,GO:0006874,intracellular calcium ion homeostasis,29/1175,304/18986,0.0953947368421053,1.54141657334826,2.4441999789025,0.0137712983230074,0.164517010071592,0.145185796260176,ADORA1/ATP2B3/CAMK2D/CAV1/CCL13/CCL23/CCL5/CCR5/CXCL10/CXCL12/F2R/GP9/GRIK2/GRM1/HRC/ITPR2/JPH2/MCUB/PLCB4/PLCH1/RYR1/SLC25A27/SLC8A1/SV2A/SYPL2/TMEM38A/TRPC1/TRPC6/TRPC7,29,0.953947368421053
BP,GO:0051345,positive regulation of hydrolase activity,29/1175,331/18986,0.0876132930513595,1.41568168670052,1.95955448766831,0.0375557950118881,0.262292066357928,0.231472006999951,ARAP3/ASAP3/CCL24/CCL5/CDKL5/CR1/CTSD/DDX11/F2R/F3/HIP1/HRAS/NGFR/NLRP12/NODAL/PIP5K1A/PLIN5/RAP1GAP/RASGRF1/RHOC/S100A10/S100A8/S100A9/SEMG1/ST18/SYDE1/SYDE2/TBC1D2/TBC1D30,29,0.876132930513595
BP,GO:0019730,antimicrobial humoral response,28/1175,185/18986,0.151351351351351,2.44558021851639,5.0747852437072,1.01043571026444e-05,0.00161970251286131,0.00142938288832288,BPI/CCL13/CCL2/CCL20/CCL23/CCL24/CCL5/CTSG/CXCL1/CXCL10/CXCL12/CXCL5/CXCL6/CXCL8/DEFA4/DEFB1/GNLY/H2BC10/H2BC4/KNG1/LYZ/PRSS3/RNASE3/RNASE6/S100A12/S100A9/SEMG1/SPON2,28,1.51351351351351
BP,GO:0052548,regulation of endopeptidase activity,28/1175,248/18986,0.112903225806452,1.82432395332876,3.35615666268792,0.00154752147545393,0.0458180976697212,0.0404343416550677,A2ML1/ANXA8/BIRC3/CR1/CTSD/EPHA7/F2R/F3/HIP1/LAMP3/MIR339/MMP9/NGFR/NLRP12/NODAL/PLAUR/PTGS2/S100A8/S100A9/SEMG1/SERPINB1/SERPINB10/SERPING1/SPOCK1/SPOCK2/ST18/THBS1/TIMP3,28,1.12903225806452
BP,GO:0048738,cardiac muscle tissue development,28/1175,252/18986,0.111111111111111,1.79536643026005,3.26461785523668,0.00196261872710693,0.0510960984448284,0.0450921624169591,ACTN2/ADAMTS9/ALPK3/ARID2/BMP4/DSG2/ERBB4/FGF20/FOXC1/ISL1/JPH2/MEIS1/MESP1/MSX1/MYLK3/NDRG4/NEBL/NOG/PLEC/POU4F1/RGS2/SGCG/SLC8A1/SYNE1/TGFBR3/TNNC1/WNT3A/ZMPSTE24,28,1.11111111111111
BP,GO:0051346,negative regulation of hydrolase activity,28/1175,252/18986,0.111111111111111,1.79536643026005,3.26461785523668,0.00196261872710693,0.0510960984448284,0.0450921624169591,A2M/A2ML1/ANXA8/COL7A1/CR1/CST7/HRAS/KNG1/LAMP3/LRP1/MIR339/MMP9/PLAUR/PLIN5/PTGS2/RASA4/RGS2/SERPINB1/SERPINB10/SERPINC1/SERPING1/SPINT1/SPOCK1/SPOCK2/TFPI/THBS1/TIMP3/TIMP4,28,1.11111111111111
BP,GO:0050807,regulation of synapse organization,28/1175,312/18986,0.0897435897435897,1.45010365521004,2.05897579795196,0.0311386270699895,0.24405072989728,0.215374079145947,AMIGO1/AMIGO2/CAMKV/CAPRIN2/CDKL5/CUX2/EFNA5/EPHA7/EPHB1/FLRT2/GPR158/GPRASP3/HTR4/LILRB2/LIN7A/LRP4/LRRTM3/LZTS3/MIR30B/MUSK/NFATC4/NTNG2/NTRK2/PLPPR4/PPFIA2/PRNP/PTPRO/WNT3A,28,0.897435897435897
BP,GO:0050803,regulation of synapse structure or activity,28/1175,318/18986,0.0880503144654088,1.42274320888532,1.95263642165483,0.038335645274621,0.266523209847948,0.235205979167463,AMIGO1/AMIGO2/CAMKV/CAPRIN2/CDKL5/CUX2/EFNA5/EPHA7/EPHB1/FLRT2/GPR158/GPRASP3/HTR4/LILRB2/LIN7A/LRP4/LRRTM3/LZTS3/MIR30B/MUSK/NFATC4/NTNG2/NTRK2/PLPPR4/PPFIA2/PRNP/PTPRO/WNT3A,28,0.880503144654088
BP,GO:0051047,positive regulation of secretion,28/1175,322/18986,0.0869565217391304,1.40506938020352,1.88293388337499,0.0437832473874818,0.282073903697153,0.248929422523944,ADORA1/APBB1/CADPS2/CXCL12/CYP4A11/DNM1L/DOC2A/ECRG4/EGFR/GPR158/GPR27/HLA-DRB1/IRS2/ISL1/ITGAM/ITGB2/MAP2K6/NR0B2/RAB27B/RGCC/S100A10/S100A8/SLC4A8/STX1A/TM7SF3/TNFRSF11A/TRPM5/VEGFC,28,0.869565217391304
BP,GO:0043583,ear development,27/1175,229/18986,0.117903930131004,1.90512682337638,3.53936677358469,0.00097891276449883,0.0348918169945525,0.0307919298503782,ALDH1A3/BMP4/CHRNA10/ESRP1/FGF10/FGF20/GRXCR2/GSC/HES1/HMX3/KCNQ4/LHX3/LIN7A/MAFB/MCOLN3/MSX1/MYO3B/NOG/OSR2/PLPPR4/PTK7/SHROOM2/SLC25A27/STRC/TWIST1/USH1C/WNT3A,27,1.17903930131004
BP,GO:0007160,cell-matrix adhesion,27/1175,241/18986,0.112033195020747,1.81026573673523,3.25142211746251,0.00207761808900377,0.0533789568382939,0.0471067784950186,ACTN2/ADAMTS9/CASK/CCN2/CD36/CEACAM6/COL13A1/EFNA5/FERMT1/FGL1/FUT1/ITGA1/ITGAM/ITGB2/ITGB7/L1CAM/MADCAM1/NRP1/ONECUT1/PIP5K1A/PPFIA2/PTK2/S100A10/SIGLEC1/SKAP1/STRC/THBS1,27,1.12033195020747
BP,GO:0006814,sodium ion transport,27/1175,251/18986,0.107569721115538,1.73814359582945,3.02364604571084,0.00367588542535801,0.0782051240441211,0.0690158008647891,ANK3/ANO6/CAMK2D/CNGA1/CNTN1/EDNRB/FGF13/FXYD2/FXYD6/KCNK1/MCOLN3/NKAIN1/PKD2L1/SHROOM2/SLC10A6/SLC12A1/SLC38A1/SLC38A2/SLC38A4/SLC4A4/SLC4A8/SLC4A9/SLC6A12/SLC8A1/SLC9C2/TESC/TRPM5,27,1.07569721115538
BP,GO:0050870,positive regulation of T cell activation,27/1175,260/18986,0.103846153846154,1.67797708674304,2.82721777848094,0.00590193652924487,0.103460947357663,0.0913039935348794,ARID2/CARD11/CAV1/CCL2/CCL5/CD6/CD74/CD86/CR1/EGR3/HES1/HHLA2/HLA-DQB1/HLA-DRB1/HLA-DRB5/IL15/IL23R/IL7R/KITLG/LEF1/LILRB2/MAP3K8/MIR30B/RASAL3/TNFRSF14/VNN1/ZBTB16,27,1.03846153846154
BP,GO:0071216,cellular response to biotic stimulus,27/1175,269/18986,0.100371747211896,1.62183658941707,2.63824045022962,0.00915050096069661,0.128186424492583,0.113124157201749,AXL/BPI/CCL2/CCR5/CD14/CD36/CD6/CD86/CTSG/CXCL1/CXCL10/CXCL5/CXCL6/CXCL8/DEFA4/EDNRB/GBP5/IGFBPL1/IRGM/LDOC1/LILRB2/MMP9/PTGS2/SPON2/TRIB1/VIM/ZMPSTE24,27,1.00371747211896
BP,GO:0072659,protein localization to plasma membrane,27/1175,295/18986,0.0915254237288136,1.47889505950234,2.12919372779311,0.0272953167670679,0.227129858984193,0.200441458404401,ACTN2/ANK3/ANXA13/C2CD5/CAMK2D/DPP10/EGFR/EHD2/EPB41L3/FGF13/GPR158/KCNIP3/KRT18/LRP1/MRAP2/NHERF4/PACSIN1/PIP5K1A/PRAM1/PRKCH/PRNP/RAMP3/S100A10/SKAP1/SPTBN1/TESC/WNT3A,27,0.915254237288136
BP,GO:0071621,granulocyte chemotaxis,26/1175,129/18986,0.201550387596899,3.25671119907636,6.60563573389692,7.59871608623744e-08,2.66410985983485e-05,2.35106941924357e-05,C3AR1/C5AR1/CCL13/CCL2/CCL23/CCL24/CCL5/CD74/CXCL1/CXCL10/CXCL5/CXCL6/CXCL8/DNM1L/IL17RA/IL17RC/ITGA1/ITGB2/MSTN/PTK2/RIPOR2/S100A12/S100A8/S100A9/THBS1/TREM1,26,2.01550387596899
BP,GO:0001764,neuron migration,26/1175,189/18986,0.137566137566138,2.22283462794101,4.33944753563373,0.000107790594932302,0.00849442916821353,0.00749630972521361,ADGRL3/ARX/AXL/BARHL1/CCR4/CDKL5/CELSR2/CXCL12/ERBB4/FGF13/FLRT2/GPR173/KIF26A/NEO1/NR4A2/NRG3/NRP1/NTNG1/NTNG2/NTRK2/POU4F1/SOX1/SPOCK1/TLX3/TWIST1/UNC5C,26,1.37566137566138
BP,GO:0098739,import across plasma membrane,26/1175,206/18986,0.12621359223301,2.03939681883908,3.85254111012144,0.000431533974603538,0.019878805251701,0.0175429894326017,ABCC9/ACSL1/CACNA1A/CACNA1B/CACNA1E/CACNA1H/CACNA2D1/CD36/FXYD2/GRM1/GRM6/IRS2/KCNJ3/PRNP/RGS2/SLC12A1/SLC28A1/SLC2A3/SLC38A1/SLC38A2/SLC38A4/SLC7A3/SLC8A1/SLC9C2/THBS1/TRPV3,26,1.2621359223301
BP,GO:0006909,phagocytosis,26/1175,239/18986,0.108786610878661,1.7578064630998,3.0281086089735,0.00371116226527697,0.0782515170789935,0.0690567425869001,ADORA1/ALOX15/ANO6/AXL/C3/C4BPA/CCL2/CD14/CD36/DYSF/FPR2/ICAM3/IL15/ITGAM/ITGB2/LRP1/MARCO/MEGF10/MET/PEAR1/PIP5K1A/PTK2/SPON2/SRPX/SYT11/THBS1,26,1.08786610878661
BP,GO:0050670,regulation of lymphocyte proliferation,26/1175,240/18986,0.108333333333333,1.75048226950355,3.0051892941681,0.00392427993631248,0.0806163600979193,0.0711437098651387,BMP4/CARD11/CCL5/CD6/CD74/CD86/CR1/FGF10/HES1/HHLA2/HLA-DRB1/IL15/IL23R/IL5/IRS2/KITLG/LILRB2/MIR30B/PLA2G2D/PLA2G2F/PRNP/RASAL3/RIPOR2/SCGB1A1/TNFRSF14/WNT3A,26,1.08333333333333
BP,GO:0001667,ameboidal-type cell migration,26/1175,241/18986,0.107883817427386,1.74321885759689,2.98237741292445,0.00414759718296378,0.0835716995601782,0.0737517885851474,AMOTL2/ARID5B/BMP4/CAP1/CCN3/EDNRB/ERBB4/FERMT1/FGF10/IRS2/ISL1/ITGB7/KIT/KITLG/LTB4R2/MESP1/MMP9/NODAL/NRP1/PIP5K1A/PLEC/PTK2/SEMA5B/SYDE1/THBS1/TWIST1,26,1.07883817427386
BP,GO:0032944,regulation of mononuclear cell proliferation,26/1175,245/18986,0.106122448979592,1.71475814155449,2.89218357256282,0.00515047484397475,0.0957114742207181,0.0844651054010961,BMP4/CARD11/CCL5/CD6/CD74/CD86/CR1/FGF10/HES1/HHLA2/HLA-DRB1/IL15/IL23R/IL5/IRS2/KITLG/LILRB2/MIR30B/PLA2G2D/PLA2G2F/PRNP/RASAL3/RIPOR2/SCGB1A1/TNFRSF14/WNT3A,26,1.06122448979592
BP,GO:0002274,myeloid leukocyte activation,26/1175,247/18986,0.105263157894737,1.70087346024636,2.84770480639046,0.00572323654804993,0.101693785266369,0.0897444779854923,BPI/C5AR1/CCL5/CD74/CLU/CST7/CTSG/CXCL6/CXCL8/DCSTAMP/DYSF/ENPP3/FCER2/IL15/IL16/IRF4/IRGM/ITGAM/ITGB2/KIT/MCUB/NDRG1/PRAM1/S100A12/SYT11/THBS1,26,1.05263157894737
BP,GO:0050769,positive regulation of neurogenesis,26/1175,247/18986,0.105263157894737,1.70087346024636,2.84770480639046,0.00572323654804993,0.101693785266369,0.0897444779854923,AMIGO1/CAPRIN2/CDKL5/CHODL/CUX2/CXCL12/EFNA5/EGFR/EGR2/GPRASP3/HES1/KIT/KRAS/L1CAM/MAP6/NCAN/NRP1/NTRK2/OLIG2/OPRM1/PLXND1/POU4F2/PRKCH/SPINT1/VEGFC/WNT3A,26,1.05263157894737
BP,GO:0033002,muscle cell proliferation,26/1175,252/18986,0.103174603174603,1.66712597095576,2.7382490304025,0.00739017035420267,0.119664356832175,0.105603456585314,ADAMTS1/ARID2/BMP4/CALCRL/CCL5/CCN3/EGFR/EPHB1/ERBB4/FGF20/FOXC1/HGF/IGFBP3/MEGF10/MIR339/MMP9/MSTN/MYOG/NDRG4/NOG/PDGFD/PTGIR/PTGS2/TGFBR3/THBS1/TRIB1,26,1.03174603174603
BP,GO:0048762,mesenchymal cell differentiation,26/1175,274/18986,0.0948905109489051,1.53326914117099,2.28371398904966,0.0200864931548587,0.200447037263609,0.176893943674553,ALX1/BMP4/EDNRB/ERBB4/FGF10/FOXC1/GSC/HES1/HEYL/HGF/ISL1/KITLG/LEF1/MIR326/MSX1/NOG/NRP1/PTK2/RGCC/SEMA5B/SPRED1/SPRY1/TGFBR3/TWIST1/WWTR1/ZNF703,26,0.948905109489051
BP,GO:0001508,action potential,25/1175,177/18986,0.141242937853107,2.28224546219498,4.40205062699552,9.4552876395666e-05,0.00766489090829126,0.00676424455613057,ABCC9/ANK3/CACNA2D1/CAMK2D/CAV1/CD36/CTNNA3/DSG2/FGF13/GLRA1/GPR35/GRIK2/KCNA2/KCNA3/KCNC4/KCND2/KCND3/KCNH6/KCNJ3/KCNMB4/KCNQ3/KCNS3/NTRK2/SLC4A3/SLC8A1,25,1.41242937853107
BP,GO:0070374,positive regulation of ERK1 and ERK2 cascade,25/1175,197/18986,0.126903553299492,2.05054541527163,3.80694141812898,0.00050793774631277,0.0226376661682954,0.0199776763915522,ACKR3/ALOX15/BMP4/C5AR1/CCN2/CD36/CD74/EGFR/ERBB4/F2R/FGF10/FGF20/FPR2/HLA-DRB1/HRAS/MARCO/MT3/NDRG4/NELFE/NODAL/NRP1/OPRM1/PDGFD/RAMP3/TNFRSF11A,25,1.26903553299492
BP,GO:0043270,positive regulation of monoatomic ion transport,25/1175,215/18986,0.116279069767442,1.87887184562098,3.32874984740365,0.00179517175367996,0.0481673890438924,0.0425075846507784,ACTN2/ADORA1/AMIGO1/ANK3/ANO6/CASK/CAV1/CCL2/CCL5/CNTN1/CXCL10/CXCL12/F2R/FGF13/FXYD2/FXYD6/GRM6/JPH2/LRRC52/MCHR1/P2RX5/TESC/TRPC1/TRPC6/TRPV3,25,1.16279069767442
BP,GO:0034764,positive regulation of transmembrane transport,25/1175,216/18986,0.115740740740741,1.87017336485422,3.30354789276883,0.00191403967629287,0.0503296732881211,0.0444157943830278,ACSL1/ACTN2/AMIGO1/ANK3/ANO6/C2CD5/C3/CAV1/CCL2/CXCL10/F2R/FGF13/FXYD2/FXYD6/GRM6/IRS2/JPH2/KLF15/LRRC52/P2RX5/POU4F2/SLC38A1/TESC/TRPC1/TRPC6,25,1.15740740740741
BP,GO:0009612,response to mechanical stimulus,25/1175,222/18986,0.112612612612613,1.81962813877707,3.15508248064675,0.00277792831786272,0.0643573789587667,0.0567952049777729,CHRNA10/CXCL10/CXCL12/EGFR/FOSB/GPI/ITGAM/KCNQ3/KIT/PKD1L1/PKD1L3/PKD2L1/PLEC/PTGER4/PTGS2/PTK2/PTPRQ/SLC38A2/SLC8A1/STRC/THBS1/TLR5/TLR7/TNC/TNFRSF11A,25,1.12612612612613
BP,GO:0071222,cellular response to lipopolysaccharide,25/1175,228/18986,0.109649122807018,1.77174318775663,3.01111293554168,0.00395176100218226,0.0808650237761732,0.0713631548581675,AXL/BPI/CCL2/CCR5/CD14/CD36/CD6/CD86/CTSG/CXCL1/CXCL10/CXCL5/CXCL6/CXCL8/DEFA4/EDNRB/GBP5/IRGM/LDOC1/LILRB2/MMP9/PTGS2/SPON2/TRIB1/VIM,25,1.09649122807018
BP,GO:0007599,hemostasis,25/1175,241/18986,0.103734439834025,1.67617197845855,2.7133327083864,0.00796002534548521,0.119664356832175,0.105603456585314,ANO6/ANXA8/AXL/CAV1/CD36/CD9/CTSG/F12/F13B/F2R/F3/FGL1/GP9/GPI/KNG1/MYL9/PABPC4/PEAR1/PLAUR/SERPINC1/SERPING1/TFPI/THBS1/VWF/WNT3A,25,1.03734439834025
BP,GO:0050817,coagulation,25/1175,241/18986,0.103734439834025,1.67617197845855,2.7133327083864,0.00796002534548521,0.119664356832175,0.105603456585314,ANO6/ANXA8/AXL/CAV1/CD36/CD9/CTSG/F12/F13B/F2R/F3/FGL1/GP9/KNG1/MYL9/PABPC4/PEAR1/PLAUR/SEMG1/SERPINC1/SERPING1/TFPI/THBS1/VWF/WNT3A,25,1.03734439834025
BP,GO:0071219,cellular response to molecule of bacterial origin,25/1175,242/18986,0.103305785123967,1.66924564796905,2.69117650832175,0.00837229917776715,0.123679554426622,0.109146857110513,AXL/BPI/CCL2/CCR5/CD14/CD36/CD6/CD86/CTSG/CXCL1/CXCL10/CXCL5/CXCL6/CXCL8/DEFA4/EDNRB/GBP5/IRGM/LDOC1/LILRB2/MMP9/PTGS2/SPON2/TRIB1/VIM,25,1.03305785123967
BP,GO:0099173,postsynapse organization,25/1175,246/18986,0.101626016260163,1.64210344231102,2.60356149910753,0.0101997435614593,0.13614327763887,0.120146057607465,ACTBL2/ACTN2/CAPRIN2/CDKL5/CUX2/ENAH/EPHA7/EPHB1/FLRT2/GPRASP3/HTR4/INA/LILRB2/LRP4/LZTS3/MIR30B/MUSK/NPTX1/NRP1/NTNG2/PLPPR4/PPFIA2/PRNP/RAPSN/STK38L,25,1.01626016260163
BP,GO:0071695,anatomical structure maturation,25/1175,276/18986,0.0905797101449275,1.46361393771199,1.99275640305992,0.0363653747705977,0.262025795577483,0.231237023789018,ADAMTS7/AXL/C2CD6/C3/DEFB1/EDNRB/EPAS1/FERMT1/HES1/IL15/KCNQ3/KLF2/NR4A2/P2RX5/PGR/PHOSPHO1/PTPRN/ROPN1B/RXFP2/RYR1/SEMG1/TDRD6/VSX1/ZAR1L/ZBTB16,25,0.905797101449275
BP,GO:0051896,regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction,25/1175,280/18986,0.0892857142857143,1.44270516717325,1.91682834956883,0.0420184971509164,0.277332142903536,0.244744832029641,AXL/CCL5/EGFR/ERBB4/F2R/FLT1/FLT3/GDF15/HGF/HIP1/IRS2/KIT/MAGI2/MSTN/MUSK/NTRK2/PDGFD/PIP5K1A/PTK2/RAMP3/RASD2/SESN3/SFRP5/THBS1/TWIST1,25,0.892857142857143
BP,GO:0007611,learning or memory,25/1175,282/18986,0.0886524822695035,1.43247321563302,1.87930212546186,0.0450768248355948,0.286303166437673,0.252661734935339,AFF2/CCND2/CUX2/EGFR/EGR2/ELAVL4/FGF13/GPI/GPRASP3/GRPR/KIT/KRAS/LILRB2/MAPK8IP2/MUSK/NDRG4/NFATC4/NOG/NTRK2/PAK6/PRNP/PTGS2/RASGRF1/SYT11/TBR1,25,0.886524822695036
BP,GO:0061844,antimicrobial humoral immune response mediated by antimicrobial peptide,24/1175,136/18986,0.176470588235294,2.85146433041302,5.56556435191147,2.94076421962899e-06,0.000702976319592221,0.000620374614561924,BPI/CCL13/CCL2/CCL20/CCL23/CCL24/CCL5/CXCL1/CXCL10/CXCL12/CXCL5/CXCL6/CXCL8/DEFA4/DEFB1/GNLY/H2BC10/H2BC4/KNG1/RNASE3/RNASE6/S100A12/S100A9/SEMG1,24,1.76470588235294
BP,GO:0050921,positive regulation of chemotaxis,24/1175,145/18986,0.16551724137931,2.67447688921497,5.19865822312976,9.24081450437455e-06,0.00156765946704857,0.00138345504753098,ANO6/ARTN/C3AR1/C5AR1/CCL5/CCR4/CD74/CXCL10/CXCL12/CXCL8/DNM1L/F3/FGF10/FPR2/IL16/LPAR1/MET/MSTN/NRP1/PDGFD/PTK2/RIPOR2/THBS1/VEGFC,24,1.6551724137931
BP,GO:0060078,regulation of postsynaptic membrane potential,24/1175,151/18986,0.158940397350993,2.5682062843455,4.96922811237747,1.86374697036909e-05,0.00264903927491109,0.00233776967065642,ADORA1/CHRNA10/CHRNA6/CUX2/GABRA1/GABRA4/GABRB1/GABRD/GABRE/GLRA1/GRIK2/GRM1/KCNA2/KCND2/KCNK1/KCTD16/MAPK8IP2/MET/MIR30B/NPFF/P2RX5/RIMS1/STX1A/SYNE1,24,1.58940397350993
BP,GO:0006820,monoatomic anion transport,24/1175,177/18986,0.135593220338983,2.19095564370718,4.08864542139268,0.000243546121906109,0.0145546483534571,0.0128444360225363,ABCC9/ANO5/ANO6/BSND/CLIC5/GABRA1/GABRA4/GABRB1/GABRD/GABRE/GLRA1/KCNK1/MCOLN3/NMUR1/P2RX5/SLC12A1/SLC25A27/SLC26A11/SLC26A4/SLC4A3/SLC4A4/SLC4A8/SLC4A9/TCAF2,24,1.35593220338983
BP,GO:0097553,calcium ion transmembrane import into cytosol,24/1175,189/18986,0.126984126984127,2.05184734886863,3.73266857317931,0.000645144584061296,0.0267150816344752,0.0235759840126503,CACNA1A/CACNA1B/CACNA1E/CACNA1H/CACNA2D1/CAMK2D/CAV1/CCR5/CXCL10/F2R/GP9/GRM6/HRC/ITPR2/JPH2/P2RX5/PLCB4/PLCH1/PRNP/RYR1/SLC8A1/TMEM38A/TRPC1/TRPV3,24,1.26984126984127
BP,GO:0010466,negative regulation of peptidase activity,24/1175,198/18986,0.121212121212121,1.95858156028369,3.48258297058486,0.00124625474051912,0.0409628355024377,0.0361495865193999,A2M/A2ML1/ANXA8/COL7A1/CR1/CST7/KNG1/LAMP3/LRP1/MIR339/MMP9/PLAUR/PTGS2/SERPINB1/SERPINB10/SERPINC1/SERPING1/SPINT1/SPOCK1/SPOCK2/TFPI/THBS1/TIMP3/TIMP4,24,1.21212121212121
BP,GO:0021953,central nervous system neuron differentiation,24/1175,203/18986,0.118226600985222,1.91034063515355,3.34926530652061,0.00175371504134938,0.0477864632251627,0.0421714186927157,AGBL4/ARX/BCL11B/BRINP3/DLX2/DMRT3/ELAVL4/EPHB1/ERBB4/GABRB1/HES1/ISL1/LHX3/NR4A2/NRP1/NTRK2/OLIG2/POU4F1/SOX1/SPOCK1/SZT2/TBR1/UNCX/WNT3A,24,1.18226600985222
BP,GO:0050866,negative regulation of cell activation,24/1175,219/18986,0.10958904109589,1.77077236957155,2.94666558205536,0.00471431842026635,0.0914856109674566,0.080735793027595,AXL/BMP4/BPI/CD74/CD86/CD9/CR1/CST7/CTSG/ENPP3/FGL1/HLA-DRB1/ILDR2/LILRB2/MICA/MIR30B/PLA2G2D/PLA2G2F/PRNP/RIPOR2/SAMSN1/SCGB1A1/SYT11/TNFRSF14,24,1.0958904109589
BP,GO:0007596,blood coagulation,24/1175,234/18986,0.102564102564103,1.65726132024004,2.59837774942835,0.0104872929204923,0.138227251801676,0.12198515891426,ANO6/ANXA8/AXL/CAV1/CD36/CD9/CTSG/F12/F13B/F2R/F3/FGL1/GP9/KNG1/MYL9/PABPC4/PEAR1/PLAUR/SERPINC1/SERPING1/TFPI/THBS1/VWF/WNT3A,24,1.02564102564103
BP,GO:0022604,regulation of cell morphogenesis,24/1175,248/18986,0.0967741935483871,1.56370624571036,2.29507642559685,0.0200945700212711,0.200447037263609,0.176893943674553,CAPRIN2/CCL13/CCL2/CCL24/CDKL5/CPNE5/CUX2/EFNA5/EPB41L3/FBLIM1/FGD5/GPRASP3/ITGB2/KIT/LPAR1/NTNG1/NTNG2/PALMD/PARVA/PLEKHO1/PLXND1/PTK2/RIMS1/ZMPSTE24,24,0.967741935483871
BP,GO:0098656,monoatomic anion transmembrane transport,23/1175,151/18986,0.152317880794702,2.46119768916444,4.63014636991291,5.49199430666411e-05,0.00527735952841135,0.00465725486349529,ABCC9/ANO5/ANO6/BSND/CLIC5/GABRA1/GABRA4/GABRB1/GABRD/GABRE/GLRA1/KCNK1/MCOLN3/P2RX5/SLC12A1/SLC25A27/SLC26A11/SLC26A4/SLC4A3/SLC4A4/SLC4A8/SLC4A9/TCAF2,23,1.52317880794702
BP,GO:0043524,negative regulation of neuron apoptotic process,23/1175,170/18986,0.135294117647059,2.18612265331665,3.9899779085941,0.000335644995824898,0.0174768023073578,0.0154232286252421,AXL/BARHL1/CCL2/CCND1/CLU/F2R/FGF20/GBE1/GPI/GPRASP3/GRIK2/HRAS/ISL1/KRAS/MT3/NES/NFATC4/NR4A2/NRP1/NTRK2/PLXND1/POU4F1/SLC25A27,23,1.35294117647059
BP,GO:0035725,sodium ion transmembrane transport,23/1175,188/18986,0.122340425531915,1.97681303757356,3.4571214102179,0.00137581799948539,0.0430779724051996,0.0380161888561013,ANK3/ANO6/CAMK2D/CNGA1/FGF13/FXYD2/FXYD6/KCNK1/MCOLN3/PKD2L1/SHROOM2/SLC12A1/SLC38A1/SLC38A2/SLC38A4/SLC4A4/SLC4A8/SLC4A9/SLC6A12/SLC8A1/SLC9C2/TESC/TRPM5,23,1.22340425531915
BP,GO:0061138,morphogenesis of a branching epithelium,23/1175,190/18986,0.121052631578947,1.95600447928331,3.40160664828801,0.00158460862972259,0.0462969821317283,0.0408569558388707,BMP4/COL4A1/ESR1/FGF10/FOXD1/HGF/HOXB7/HS3ST3A1/KRAS/LEF1/MAGED1/MET/NFATC4/NOG/NRP1/PGR/PLXND1/RSPO2/SPINT1/SPRY1/TIE1/TMEM59L/TNC,23,1.21052631578947
